item_id,system_id,correct
000f7eb997c349e6a151320ac59ce286,bm25/256-32/k3,0
000f7eb997c349e6a151320ac59ce286,bm25/256-32/k5,0
000f7eb997c349e6a151320ac59ce286,bm25/256-32/k10,0
000f7eb997c349e6a151320ac59ce286,bm25/256-128/k3,1
000f7eb997c349e6a151320ac59ce286,bm25/256-128/k5,1
000f7eb997c349e6a151320ac59ce286,bm25/256-128/k10,1
000f7eb997c349e6a151320ac59ce286,bm25/512-32/k3,1
000f7eb997c349e6a151320ac59ce286,bm25/512-32/k5,1
000f7eb997c349e6a151320ac59ce286,bm25/512-32/k10,1
000f7eb997c349e6a151320ac59ce286,bm25/512-128/k3,1
000f7eb997c349e6a151320ac59ce286,bm25/512-128/k5,1
000f7eb997c349e6a151320ac59ce286,bm25/512-128/k10,1
000f7eb997c349e6a151320ac59ce286,bm25/1024-32/k3,1
000f7eb997c349e6a151320ac59ce286,bm25/1024-32/k5,1
000f7eb997c349e6a151320ac59ce286,bm25/1024-32/k10,1
000f7eb997c349e6a151320ac59ce286,bm25/1024-128/k3,1
000f7eb997c349e6a151320ac59ce286,bm25/1024-128/k5,1
000f7eb997c349e6a151320ac59ce286,bm25/1024-128/k10,1
000f7eb997c349e6a151320ac59ce286,coverage/256-32/k3,0
000f7eb997c349e6a151320ac59ce286,coverage/256-32/k5,0
000f7eb997c349e6a151320ac59ce286,coverage/256-32/k10,0
000f7eb997c349e6a151320ac59ce286,coverage/256-128/k3,0
000f7eb997c349e6a151320ac59ce286,coverage/256-128/k5,1
000f7eb997c349e6a151320ac59ce286,coverage/256-128/k10,1
000f7eb997c349e6a151320ac59ce286,coverage/512-32/k3,1
000f7eb997c349e6a151320ac59ce286,coverage/512-32/k5,1
000f7eb997c349e6a151320ac59ce286,coverage/512-32/k10,1
000f7eb997c349e6a151320ac59ce286,coverage/512-128/k3,1
000f7eb997c349e6a151320ac59ce286,coverage/512-128/k5,1
000f7eb997c349e6a151320ac59ce286,coverage/512-128/k10,1
000f7eb997c349e6a151320ac59ce286,coverage/1024-32/k3,1
000f7eb997c349e6a151320ac59ce286,coverage/1024-32/k5,1
